# full_api_log_ablation_v2.txt — ABLATION STUDY
# Thay đổi: thêm length constraint vào system prompt
# Start: 2026-07-05T15:37:31.795119
# seed=42, N_test=397, model=unsloth/Qwen2.5-7B-Instruct
#----------------------------------------------------------------------
[2026-07-05T15:37:50] sample_id=000 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=18.5s
[2026-07-05T15:41:46] sample_id=018 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.3s
[2026-07-05T15:42:00] sample_id=019 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.4s
[2026-07-05T15:42:13] sample_id=020 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.0s
[2026-07-05T15:42:24] sample_id=021 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.2s
[2026-07-05T15:42:38] sample_id=022 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=14.5s
[2026-07-05T15:42:47] sample_id=023 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=8.4s
[2026-07-05T15:42:58] sample_id=024 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.9s
[2026-07-05T15:43:08] sample_id=025 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.4s
[2026-07-05T15:43:22] sample_id=026 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.9s
[2026-07-05T15:43:36] sample_id=027 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=14.4s
[2026-07-05T15:43:55] sample_id=028 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=18.6s
[2026-07-05T15:44:07] sample_id=029 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.0s
[2026-07-05T15:44:16] sample_id=030 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=9.3s
[2026-07-05T15:44:28] sample_id=031 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.6s
[2026-07-05T15:44:37] sample_id=032 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=9.0s
[2026-07-05T15:44:49] sample_id=033 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.5s
[2026-07-05T15:45:01] sample_id=034 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.5s
[2026-07-05T15:45:11] sample_id=035 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.6s
[2026-07-05T15:45:23] sample_id=036 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.5s
[2026-07-05T15:45:32] sample_id=037 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=8.7s
[2026-07-05T15:45:42] sample_id=038 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.9s
[2026-07-05T15:45:54] sample_id=039 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.8s
[2026-07-05T15:46:09] sample_id=040 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=14.5s
[2026-07-05T15:46:21] sample_id=041 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.4s
[2026-07-05T15:46:31] sample_id=042 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=9.5s
[2026-07-05T15:46:42] sample_id=043 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.9s
[2026-07-05T15:47:06] sample_id=044 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=24.0s
[2026-07-05T15:47:18] sample_id=045 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.0s
[2026-07-05T15:47:31] sample_id=046 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.2s
[2026-07-05T15:47:46] sample_id=047 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=15.7s
[2026-07-05T15:47:59] sample_id=048 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.4s
[2026-07-05T15:48:09] sample_id=049 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.7s
[2026-07-05T15:48:19] sample_id=050 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=9.2s
[2026-07-05T15:48:30] sample_id=051 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.6s
[2026-07-05T15:48:41] sample_id=052 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.3s
[2026-07-05T15:48:55] sample_id=053 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.6s
[2026-07-05T15:49:08] sample_id=054 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.2s
[2026-07-05T15:49:23] sample_id=055 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=15.0s
[2026-07-05T15:49:34] sample_id=056 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.1s
[2026-07-05T15:49:46] sample_id=057 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.2s
[2026-07-05T15:49:55] sample_id=058 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=9.8s
[2026-07-05T15:50:15] sample_id=059 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=19.4s
[2026-07-05T15:50:27] sample_id=060 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.6s
[2026-07-05T15:50:40] sample_id=061 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.4s
[2026-07-05T15:50:54] sample_id=062 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=14.1s
[2026-07-05T15:51:07] sample_id=063 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.4s
[2026-07-05T15:51:17] sample_id=064 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=9.9s
[2026-07-05T15:51:28] sample_id=065 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.4s
[2026-07-05T15:51:39] sample_id=066 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.7s
[2026-07-05T15:51:54] sample_id=067 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=14.6s
[2026-07-05T15:52:11] sample_id=068 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=17.1s
[2026-07-05T15:52:26] sample_id=069 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=14.8s
[2026-07-05T15:52:47] sample_id=070 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=21.2s
[2026-07-05T15:52:56] sample_id=071 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=8.6s
[2026-07-05T15:53:07] sample_id=072 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.6s
[2026-07-05T15:53:23] sample_id=073 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=15.3s
[2026-07-05T15:53:36] sample_id=074 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=14.0s
[2026-07-05T15:53:50] sample_id=075 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.2s
[2026-07-05T15:54:04] sample_id=076 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=14.0s
[2026-07-05T15:54:21] sample_id=077 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=17.5s
[2026-07-05T15:54:53] sample_id=078 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=31.7s
[2026-07-05T15:55:07] sample_id=079 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.7s
[2026-07-05T15:55:19] sample_id=080 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.9s
[2026-07-05T15:55:32] sample_id=081 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.1s
[2026-07-05T15:55:45] sample_id=082 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.8s
[2026-07-05T15:55:56] sample_id=083 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.6s
[2026-07-05T15:56:07] sample_id=084 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.7s
[2026-07-05T15:56:29] sample_id=085 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=22.3s
[2026-07-05T15:56:41] sample_id=086 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.5s
[2026-07-05T15:57:00] sample_id=087 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=19.0s
[2026-07-05T15:57:11] sample_id=088 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.6s
[2026-07-05T15:57:32] sample_id=089 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=21.3s
[2026-07-05T15:57:45] sample_id=090 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.8s
[2026-07-05T15:57:55] sample_id=091 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=9.5s
[2026-07-05T15:58:07] sample_id=092 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.3s
[2026-07-05T15:58:20] sample_id=093 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.2s
[2026-07-05T15:58:40] sample_id=094 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=19.7s
[2026-07-05T15:58:58] sample_id=095 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=17.9s
[2026-07-05T15:59:09] sample_id=096 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.6s
[2026-07-05T15:59:20] sample_id=097 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.6s
[2026-07-05T15:59:36] sample_id=098 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=15.8s
[2026-07-05T15:59:47] sample_id=099 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.5s
[2026-07-05T16:00:01] sample_id=100 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.6s
[2026-07-05T16:00:20] sample_id=101 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=18.9s
[2026-07-05T16:00:30] sample_id=102 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.4s
[2026-07-05T16:00:43] sample_id=103 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.8s
[2026-07-05T16:00:55] sample_id=104 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.9s
[2026-07-05T16:01:11] sample_id=105 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=16.6s
[2026-07-05T16:01:22] sample_id=106 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.5s
[2026-07-05T16:01:34] sample_id=107 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.6s
[2026-07-05T16:01:47] sample_id=108 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.2s
[2026-07-05T16:02:00] sample_id=109 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.8s
[2026-07-05T16:02:17] sample_id=110 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=16.6s
[2026-07-05T16:02:26] sample_id=111 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=9.0s
[2026-07-05T16:02:36] sample_id=112 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.1s
[2026-07-05T16:02:47] sample_id=113 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.9s
[2026-07-05T16:03:12] sample_id=114 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=24.7s
[2026-07-05T16:03:31] sample_id=115 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=19.5s
[2026-07-05T16:03:43] sample_id=116 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.0s
[2026-07-05T16:03:57] sample_id=117 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.6s
[2026-07-05T16:04:11] sample_id=118 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.8s
[2026-07-05T16:04:25] sample_id=119 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=14.8s
[2026-07-05T16:04:38] sample_id=120 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.5s
[2026-07-05T16:04:52] sample_id=121 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.9s
[2026-07-05T16:05:04] sample_id=122 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.6s
[2026-07-05T16:05:21] sample_id=123 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=16.1s
[2026-07-05T16:05:34] sample_id=124 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.7s
[2026-07-05T16:05:48] sample_id=125 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.6s
[2026-07-05T16:05:57] sample_id=126 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=9.1s
[2026-07-05T16:06:17] sample_id=127 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=20.0s
[2026-07-05T16:06:27] sample_id=128 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.4s
[2026-07-05T16:06:38] sample_id=129 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.0s
[2026-07-05T16:06:51] sample_id=130 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.9s
[2026-07-05T16:07:03] sample_id=131 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.1s
[2026-07-05T16:07:15] sample_id=132 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.6s
[2026-07-05T16:07:24] sample_id=133 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=8.8s
[2026-07-05T16:07:37] sample_id=134 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.6s
[2026-07-05T16:07:52] sample_id=135 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=15.0s
[2026-07-05T16:08:20] sample_id=136 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=28.1s
[2026-07-05T16:08:35] sample_id=137 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=14.5s
[2026-07-05T16:08:47] sample_id=138 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.8s
[2026-07-05T16:08:57] sample_id=139 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.5s
[2026-07-05T16:09:21] sample_id=140 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=24.3s
[2026-07-05T16:09:32] sample_id=141 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.1s
[2026-07-05T16:09:43] sample_id=142 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.7s
[2026-07-05T16:09:57] sample_id=143 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.6s
[2026-07-05T16:10:08] sample_id=144 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.7s
[2026-07-05T16:10:17] sample_id=145 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=9.0s
[2026-07-05T16:10:26] sample_id=146 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=9.8s
[2026-07-05T16:10:38] sample_id=147 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.7s
[2026-07-05T16:10:51] sample_id=148 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.5s
[2026-07-05T16:11:03] sample_id=149 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.8s
[2026-07-05T16:11:13] sample_id=150 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.1s
[2026-07-05T16:11:38] sample_id=151 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=24.2s
[2026-07-05T16:11:54] sample_id=152 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=16.7s
[2026-07-05T16:12:14] sample_id=153 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=19.2s
[2026-07-05T16:12:33] sample_id=154 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=19.2s
[2026-07-05T16:12:43] sample_id=155 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.5s
[2026-07-05T16:13:02] sample_id=156 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=18.9s
[2026-07-05T16:13:14] sample_id=157 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.4s
[2026-07-05T16:13:31] sample_id=158 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=17.8s
[2026-07-05T16:13:46] sample_id=159 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=14.7s
[2026-07-05T16:14:00] sample_id=160 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.5s
[2026-07-05T16:14:11] sample_id=161 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.4s
[2026-07-05T16:14:25] sample_id=162 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=14.0s
[2026-07-05T16:14:41] sample_id=163 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=16.5s
[2026-07-05T16:14:54] sample_id=164 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.9s
[2026-07-05T16:15:05] sample_id=165 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.8s
[2026-07-05T16:15:22] sample_id=166 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=17.3s
[2026-07-05T16:15:39] sample_id=167 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=16.9s
[2026-07-05T16:15:51] sample_id=168 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.1s
[2026-07-05T16:16:08] sample_id=169 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=16.8s
[2026-07-05T16:16:22] sample_id=170 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.5s
[2026-07-05T16:16:36] sample_id=171 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=14.2s
[2026-07-05T16:16:48] sample_id=172 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.8s
[2026-07-05T16:16:57] sample_id=173 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=9.4s
[2026-07-05T16:17:06] sample_id=174 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=8.8s
[2026-07-05T16:17:28] sample_id=175 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=21.9s
[2026-07-05T16:17:57] sample_id=176 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=29.4s
[2026-07-05T16:18:07] sample_id=177 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=9.5s
[2026-07-05T16:18:19] sample_id=178 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.0s
[2026-07-05T16:18:36] sample_id=179 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=17.4s
[2026-07-05T16:18:57] sample_id=180 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=20.9s
[2026-07-05T16:19:11] sample_id=181 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.5s
[2026-07-05T16:19:26] sample_id=182 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=15.0s
[2026-07-05T16:19:37] sample_id=183 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.0s
[2026-07-05T16:19:48] sample_id=184 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.9s
[2026-07-05T16:20:02] sample_id=185 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=14.8s
[2026-07-05T16:20:19] sample_id=186 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=16.6s
[2026-07-05T16:20:32] sample_id=187 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.9s
[2026-07-05T16:20:45] sample_id=188 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.5s
[2026-07-05T16:21:03] sample_id=189 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=18.1s
[2026-07-05T16:21:16] sample_id=190 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.3s
[2026-07-05T16:21:30] sample_id=191 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.9s
[2026-07-05T16:21:42] sample_id=192 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=12.4s
[2026-07-05T16:21:56] sample_id=193 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.8s
[2026-07-05T16:22:10] sample_id=194 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=14.3s
[2026-07-05T16:22:21] sample_id=195 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=10.7s
[2026-07-05T16:22:34] sample_id=196 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.4s
[2026-07-05T16:22:48] sample_id=197 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.4s
[2026-07-05T16:23:01] sample_id=198 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.0s
[2026-07-05T16:23:11] sample_id=199 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=9.8s
[2026-07-05T16:23:24] sample_id=200 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=13.2s
[2026-07-05T16:23:32] sample_id=201 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=8.5s
[2026-07-05T16:23:42] sample_id=202 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=9.4s
[2026-07-05T16:23:53] sample_id=203 | model=unsloth/Qwen2.5-7B-Instruct | status=OK | cost=$0.00 | duration=11.2s
